region;soil;ground;litter_source;litter_type;year;A;W;E;N
south;min;NA;logging;fine_woody_litter;2015;0.318537934045347;0.00944709648719902;0.0141751330408862;0.172911876993236
south;min;NA;logging;fine_woody_litter;2016;0.338565061709065;0.0100608248129436;0.0154274386399604;0.185177504406225
south;min;NA;logging;fine_woody_litter;2017;0.343096857295075;0.0101751933354896;0.0152364657207162;0.186426471736493
south;min;NA;logging;fine_woody_litter;2018;0.365553224140813;0.0108453073772929;0.0162376353325588;0.198671009201876
south;min;NA;logging;fine_woody_litter;2019;0.337385426954417;0.0100089291596954;0.0151001223929964;0.183440272424702
south;min;NA;logging;fine_woody_litter;2020;0.314430946031094;0.00931362635357856;0.0138436571130791;0.170279730554932
south;min;NA;logging;fine_woody_litter;2021;0.353900756819694;0.0105164432607392;0.0159515850591771;0.19308335839177
south;min;NA;logging;fine_woody_litter;2022;0.347827849341357;0.0103324551148778;0.0156356096037316;0.189645465405868
south;org;above;logging;fine_woody_litter;1970;0.0587346310740458;0.00235255299789272;0.00968986535656339;0.0532390712306621
south;org;above;logging;fine_woody_litter;1971;0.0543196134793728;0.00217571417745299;0.00896148883904842;0.0492371488228904
south;org;above;logging;fine_woody_litter;1972;0.0546281394985812;0.00218807185806056;0.00901238854728626;0.0495168073209994
south;org;above;logging;fine_woody_litter;1973;0.0549551865812073;0.00220117138010768;0.00906634380567392;0.0498132539421718
south;org;above;logging;fine_woody_litter;1974;0.0482428484708699;0.00193231583686887;0.0079589621582962;0.0437289619283167
south;org;above;logging;fine_woody_litter;1975;0.0371017203478347;0.00148606983367681;0.00612093186069658;0.0336302637176404
south;org;above;logging;fine_woody_litter;1976;0.0367252365553806;0.0014709901769496;0.0060588206804423;0.0332890059779197
south;org;above;logging;fine_woody_litter;1977;0.0379974867521927;0.00152194880152675;0.00626871274721001;0.0344422169134905
south;org;above;logging;fine_woody_litter;1978;0.0409472246967971;0.0016400974085356;0.0067553517708608;0.0371159599109838
south;org;above;logging;fine_woody_litter;1979;0.0503591269113215;0.00201708111245532;0.00830809950316387;0.0456472288276708
south;org;above;logging;fine_woody_litter;1980;0.0518600293135395;0.00207719815722625;0.00855571393309874;0.0470076979144898
south;org;above;logging;fine_woody_litter;1981;0.048885373068049;0.00195805147425472;0.00806496396202077;0.0443113681198793
south;org;above;logging;fine_woody_litter;1982;0.0414862348757305;0.00166168688631312;0.0068442760726598;0.0376045371061671
south;org;above;logging;fine_woody_litter;1983;0.0418318346619794;0.00167552951711446;0.00690129210110454;0.0379178005301633
south;org;above;logging;fine_woody_litter;1984;0.044680967846472;0.00178964850776793;0.00737133364960504;0.0405003519445685
south;org;above;logging;fine_woody_litter;1985;0.0490860151285882;0.00196608797797311;0.00809806529450445;0.044493236921259
south;org;above;logging;fine_woody_litter;1986;0.04262705300615;0.00170738113966402;0.00703248486665316;0.0386386135376691
south;org;above;logging;fine_woody_litter;1987;0.0463156768707704;0.00185512503406035;0.00764102309947392;0.0419821079136545
south;org;above;logging;fine_woody_litter;1988;0.0497501318281534;0.00199268846398865;0.00820762929928587;0.0450952149302645
south;org;above;logging;fine_woody_litter;1989;0.0513975380236092;0.00205867356192824;0.00847941349082036;0.0465884800479961
south;org;above;logging;fine_woody_litter;1990;0.0495202236650076;0.00198347973774728;0.0081696997319332;0.0448868183361189
south;org;above;logging;fine_woody_litter;1991;0.040435353468911;0.00161959495249428;0.00667090477277101;0.0366519823859016
south;org;above;logging;fine_woody_litter;1992;0.0457611724268609;0.00183291495002629;0.00754954259976114;0.0414794861886657
south;org;above;logging;fine_woody_litter;1993;0.0483787216140528;0.00193775809068885;0.00798137810675693;0.0438521219757363
south;org;above;logging;fine_woody_litter;1994;0.0555811262165407;0.00222624272453729;0.00916960947154777;0.0503806269591164
south;org;above;logging;fine_woody_litter;1995;0.0576967887580521;0.00231098333094865;0.00951864520723368;0.0522983355866818
south;org;above;logging;fine_woody_litter;1996;0.0528702431571878;0.00211766119518066;0.00872237601894632;0.0479233901695818
south;org;above;logging;fine_woody_litter;1997;0.0593970683851151;0.00237908621779339;0.00979915230080815;0.0538395269847028
south;org;above;logging;fine_woody_litter;1998;0.0597772015355935;0.00239431204566364;0.00986186554133328;0.0541840926269035
south;org;above;logging;fine_woody_litter;1999;0.0596297303550361;0.00238840524482776;0.00983753618304084;0.0540504197231567
south;org;above;logging;fine_woody_litter;2000;0.059735459967066;0.00239264013166026;0.0098549791410715;0.0541462566466738
south;org;above;logging;fine_woody_litter;2001;0.055599208416235;0.00222696698775852;0.00917259261926122;0.050397017281145
south;org;above;logging;fine_woody_litter;2002;0.0549887044246291;0.00220251390157386;0.00907187348014127;0.0498436356577083
south;org;above;logging;fine_woody_litter;2003;0.0550819299292959;0.00220624794972354;0.00908725354759892;0.0499281384321824
south;org;above;logging;fine_woody_litter;2004;0.0534339487924314;0.00214023982311909;0.00881537450393486;0.0484343521679645
south;org;above;logging;fine_woody_litter;2005;0.0521694903540005;0.00208959328911275;0.00860676789837162;0.0472882039477268
south;org;above;logging;fine_woody_litter;2006;0.0474922127319056;0.00190224992301645;0.00783512449882035;0.0430485601135064
south;org;above;logging;fine_woody_litter;2007;0.0555076361398901;0.00222329915790585;0.00915748529651226;0.0503140130491624
south;org;above;logging;fine_woody_litter;2008;0.0491349227140585;0.00196804691914145;0.00810613392300276;0.0445375684234573
south;org;above;logging;fine_woody_litter;2009;0.0415265301943054;0.00166330087231731;0.0068509238748908;0.0376410621561529
south;org;above;logging;fine_woody_litter;2010;0.050837040450813;0.00203622342950924;0.00838694426246633;0.0460804259467438
south;org;above;logging;fine_woody_litter;2011;0.0505395967643305;0.00202430963991794;0.00833787288463572;0.0458108128526938
south;org;above;logging;fine_woody_litter;2012;0.0499786476838179;0.00200184142283897;0.00824532916787682;0.0453023494894604
south;org;above;logging;fine_woody_litter;2013;0.0575131515100359;0.00230362793685755;0.00948834927832109;0.0521318805268822
south;org;above;logging;fine_woody_litter;2014;0.0592217383250621;0.00237206355925522;0.00977022686714483;0.0536806018431747
south;org;above;logging;fine_woody_litter;2015;0.0627986207755224;0.00251533177049727;0.0103603303326373;0.0569228099933152
south;org;above;logging;fine_woody_litter;2016;0.067006875232879;0.00268388891401739;0.0110545956805635;0.0607373152471152
south;org;above;logging;fine_woody_litter;2017;0.0669728651104739;0.00268252667484163;0.0110489847913685;0.0607064873131318
south;org;above;logging;fine_woody_litter;2018;0.071432445454185;0.00286115040866086;0.0117847131391445;0.0647488029152914
south;org;above;logging;fine_woody_litter;2019;0.067026603767842;0.00268467911944173;0.0110578504357902;0.060755197863537
south;org;above;logging;fine_woody_litter;2020;0.0617710359131269;0.00247417295491587;0.0101908024276011;0.0559913720548414
south;org;above;logging;fine_woody_litter;2021;0.0700059373883982;0.00280401314968235;0.0115493720663437;0.0634557673903079
south;org;above;logging;fine_woody_litter;2022;0.0686495964219406;0.00274968635902316;0.0113256069536285;0.0622263337153902
south;org;below;logging;fine_woody_litter;1970;0.156736330308172;0.00384767450792272;0.000455350833781381;0.0638859505077154
south;org;below;logging;fine_woody_litter;1971;0.143825930919121;0.00354087942280669;0.000424462707428192;0.0588099888082566
south;org;below;logging;fine_woody_litter;1972;0.144702068429638;0.00356378379603189;0.000428584843489108;0.0591515273304334
south;org;below;logging;fine_woody_litter;1973;0.142481938220946;0.00356026015086307;0.000463664216933012;0.0586721832401407
south;org;below;logging;fine_woody_litter;1974;0.123958617254924;0.00311339967971215;0.000415827879145855;0.0512142378517945
south;org;below;logging;fine_woody_litter;1975;0.0966119385269609;0.00240649262451626;0.000308112894111773;0.0397260477277749
south;org;below;logging;fine_woody_litter;1976;0.0935137157708439;0.00236993039913512;0.000332253494705378;0.0387330018737818
south;org;below;logging;fine_woody_litter;1977;0.0957648285228811;0.0024440326829405;0.000354139039086215;0.0398080216101117
south;org;below;logging;fine_woody_litter;1978;0.102977797279827;0.00264581209307509;0.000397909383955012;0.0427878751473574
south;org;below;logging;fine_woody_litter;1979;0.125121350357703;0.00323410396290083;0.000497820018731804;0.0522384060627598
south;org;below;logging;fine_woody_litter;1980;0.127237396751562;0.00331416762299522;0.000526288319050022;0.0533719356709926
south;org;below;logging;fine_woody_litter;1981;0.121180062777202;0.00313428039736682;0.000483246730999113;0.0506448665426142
south;org;below;logging;fine_woody_litter;1982;0.106327543236776;0.00268691396115561;0.000372268966594607;0.0439255087247712
south;org;below;logging;fine_woody_litter;1983;0.10610710156842;0.00270371735385813;0.000390381160992835;0.0439805023583051
south;org;below;logging;fine_woody_litter;1984;0.112200349124537;0.00288049788746711;0.000430689644844424;0.046663389860964
south;org;below;logging;fine_woody_litter;1985;0.123760379680378;0.00315523877325271;0.000454531827254731;0.0514470404956135
south;org;below;logging;fine_woody_litter;1986;0.105874667560293;0.00271766105430863;0.000402001432925051;0.044279961017703
south;org;below;logging;fine_woody_litter;1987;0.11590025381592;0.00295820139016869;0.000426088220198445;0.0483507374696931
south;org;below;logging;fine_woody_litter;1988;0.123789003829595;0.0031724851169356;0.000465729427976868;0.0517433247797051
south;org;below;logging;fine_woody_litter;1989;0.128373945805077;0.0032923874767541;0.000487062273560821;0.0535478484095474
south;org;below;logging;fine_woody_litter;1990;0.122631358946046;0.00315855631644908;0.000475240381562032;0.0513261033004037
south;org;below;logging;fine_woody_litter;1991;0.100825381073989;0.00257691285546262;0.000372949018483138;0.0421251337121405
south;org;below;logging;fine_woody_litter;1992;0.113220599759755;0.00291772508531333;0.000439989919710868;0.0474033587765775
south;org;below;logging;fine_woody_litter;1993;0.119968312608643;0.00307986706931909;0.00045530019967299;0.0502135814642183
south;org;below;logging;fine_woody_litter;1994;0.135751676774867;0.00350992684444696;0.00053313588354594;0.0571712608291442
south;org;below;logging;fine_woody_litter;1995;0.141909323311115;0.00365828874987473;0.00054983597920607;0.0595900300151804
south;org;below;logging;fine_woody_litter;1996;0.129630223870986;0.00334826965071748;0.000507426069894996;0.0544975483621791
south;org;below;logging;fine_woody_litter;1997;0.144912506772843;0.00374710729086443;0.00056888277770182;0.0610625768109282
south;org;below;logging;fine_woody_litter;1998;0.151255433763616;0.00389908455156314;0.00058656522630906;0.0634744177777407
south;org;below;logging;fine_woody_litter;1999;0.15342499553169;0.00393628253591946;0.000578243700471225;0.0643200950863096
south;org;below;logging;fine_woody_litter;2000;0.157257216263328;0.00401933539159138;0.000580740722545757;0.0657687728815461
south;org;below;logging;fine_woody_litter;2001;0.151346076716984;0.00385693435082283;0.000550691592135882;0.0631400487500183
south;org;below;logging;fine_woody_litter;2002;0.153466182644527;0.00392040166362668;0.000566567404415409;0.0640740194329636
south;org;below;logging;fine_woody_litter;2003;0.154003247757145;0.00393599181479384;0.000571258105476227;0.0642404461965018
south;org;below;logging;fine_woody_litter;2004;0.152655822254236;0.00389852016248419;0.000562660882090961;0.0637229357986564
south;org;below;logging;fine_woody_litter;2005;0.148000271793546;0.00375912660805973;0.000528723486774186;0.0616132197856196
south;org;below;logging;fine_woody_litter;2006;0.145032248219504;0.00369529556347688;0.000530087695748763;0.0603157461257845
south;org;below;logging;fine_woody_litter;2007;0.160903385584104;0.00411267553875825;0.000599722894236174;0.0669603246236113
south;org;below;logging;fine_woody_litter;2008;0.152664032994795;0.0038417409938633;0.000524675448905302;0.0627291352397155
south;org;below;logging;fine_woody_litter;2009;0.129844887810994;0.00335691053673043;0.000529772434815723;0.0534366539367066
south;org;below;logging;fine_woody_litter;2010;0.156161485231708;0.00409578502454228;0.000687225303854661;0.0646055338354637
south;org;below;logging;fine_woody_litter;2011;0.158198103408397;0.00414859839840173;0.000696142497982397;0.0654154393666815
south;org;below;logging;fine_woody_litter;2012;0.156444628530464;0.00412634236820952;0.000709373818484221;0.0647881496139124
south;org;below;logging;fine_woody_litter;2013;0.17371743386907;0.00455141966399578;0.000760185821804429;0.0718513788126748
south;org;below;logging;fine_woody_litter;2014;0.175076553197207;0.00460159741296406;0.000779592177757154;0.0724365442587638
south;org;below;logging;fine_woody_litter;2015;0.186882941222329;0.0049000633284998;0.000822803725801015;0.0772045181443293
south;org;below;logging;fine_woody_litter;2016;0.194471921337297;0.00508739169406326;0.000842815600104284;0.0804845542121457
south;org;below;logging;fine_woody_litter;2017;0.200068486907497;0.00524976085500924;0.000881680942396491;0.0828344316883921
south;org;below;logging;fine_woody_litter;2018;0.213309882211783;0.00560237239569685;0.000944447715448076;0.0883468321788485
south;org;below;logging;fine_woody_litter;2019;0.198138871268858;0.00519366382699853;0.000870680725297486;0.0818686906187343
south;org;below;logging;fine_woody_litter;2020;0.185948582099334;0.00488039743351008;0.00082259017538284;0.0768611591277142
south;org;below;logging;fine_woody_litter;2021;0.205476686992091;0.00539376423105143;0.000906576072007954;0.0851309608555983
south;org;below;logging;fine_woody_litter;2022;0.202124040413142;0.00530585364877749;0.00089185589007129;0.083743143503791
north;min;NA;logging;non-woody_litter;1975;0.0178011595092078;0.00509349743770835;0.00254630301472198;0.00921601590482813
north;min;NA;logging;non-woody_litter;1976;0.016459373726448;0.00472576105802007;0.00236240056370306;0.00864100912096322
north;min;NA;logging;non-woody_litter;1977;0.0176034433671457;0.0050425754151294;0.0025208067871471;0.0091796971151381
north;min;NA;logging;non-woody_litter;1978;0.0191867462620646;0.00555174489928589;0.00277544129808891;0.00993605067952585
north;min;NA;logging;non-woody_litter;1979;0.0210834359781687;0.00606303709012974;0.0030311205489758;0.0107609758931101
north;min;NA;logging;non-woody_litter;1980;0.0226721436877541;0.00646393006970207;0.00323157102655544;0.0114536526913327
north;min;NA;logging;non-woody_litter;1981;0.0213885584609386;0.00610645899164278;0.00305278851266186;0.0109175804391415
north;min;NA;logging;non-woody_litter;1982;0.0206533345594298;0.00592813464899919;0.0029637621416122;0.0104030477336062
north;min;NA;logging;non-woody_litter;1983;0.0211378739866265;0.0060467148170602;0.00302307836638348;0.0105731048079533
north;min;NA;logging;non-woody_litter;1984;0.0217348941373285;0.00621108433256401;0.0031051280449402;0.0110512766353614
north;min;NA;logging;non-woody_litter;1985;0.0202605855945206;0.00586914361146401;0.00293424665314037;0.010308610298174
north;min;NA;logging;non-woody_litter;1986;0.0196412586472583;0.00567952235699088;0.00283942524919787;0.0100115751741766
north;min;NA;logging;non-woody_litter;1987;0.0223640329265384;0.0065081283382791;0.00325362247985877;0.0115368762364748
north;min;NA;logging;non-woody_litter;1988;0.0220426074391623;0.00644737937616287;0.00322327124499213;0.0113860933790784
north;min;NA;logging;non-woody_litter;1989;0.0223737092602715;0.00653805529084086;0.00326859774350777;0.0115572318084839
north;min;NA;logging;non-woody_litter;1990;0.0199765716301408;0.00580635922851563;0.00290281163531125;0.0102576257749279
north;min;NA;logging;non-woody_litter;1991;0.015285149839143;0.00445147711988233;0.00222546243005224;0.00785127807964713
north;min;NA;logging;non-woody_litter;1992;0.0169414317003972;0.0049745201784177;0.00248704425637861;0.0086186833499512
north;min;NA;logging;non-woody_litter;1993;0.0179799354475815;0.00525211088202155;0.00262584192112696;0.00909081831461533
north;min;NA;logging;non-woody_litter;1994;0.0203504145805287;0.00589331966993921;0.0029463878129027;0.0102716871514241
north;min;NA;logging;non-woody_litter;1995;0.0202163865793743;0.00587185026655035;0.00293569967946819;0.010159200900777
north;min;NA;logging;non-woody_litter;1996;0.0185133422176769;0.00537398772871124;0.00268691197330645;0.00911598635258064
north;min;NA;logging;non-woody_litter;1997;0.0200745426414612;0.00582389977052959;0.00291182970308071;0.00992697293005158
north;min;NA;logging;non-woody_litter;1998;0.0213438927820916;0.00620715382193073;0.00310351256004196;0.0104795048927428
north;min;NA;logging;non-woody_litter;1999;0.0213243388148131;0.00623740600045123;0.00311869904695;0.0104247845185303
north;min;NA;logging;non-woody_litter;2000;0.0221589951396295;0.00647166664582127;0.0032357641672377;0.0109166057839684
north;min;NA;logging;non-woody_litter;2001;0.0226975494189695;0.00663258762993107;0.00331617049845663;0.0112636465632307
north;min;NA;logging;non-woody_litter;2002;0.0224824947369878;0.00658837228115661;0.00329408152232105;0.0111537837486144
north;min;NA;logging;non-woody_litter;2003;0.0239993664434655;0.00700301010724248;0.00350133529238252;0.0119555027719011
north;min;NA;logging;non-woody_litter;2004;0.0249665807634492;0.00726373897774065;0.00363164412331083;0.0124829724698434
north;min;NA;logging;non-woody_litter;2005;0.024398601595774;0.00712832046753283;0.00356396596483093;0.0121970543939529
north;min;NA;logging;non-woody_litter;2006;0.0224194083133109;0.00657937032104607;0.00328955318166951;0.0111747666534335
north;min;NA;logging;non-woody_litter;2007;0.0258155757933199;0.00754731551816279;0.00377352290175409;0.0128073838747631
north;min;NA;logging;non-woody_litter;2008;0.0248780310844763;0.00738913963503956;0.00369461167153731;0.0122303194005962
north;min;NA;logging;non-woody_litter;2009;0.019911074426597;0.00610464190701602;0.00305234023010538;0.0100589396163215
north;min;NA;logging;non-woody_litter;2010;0.0249196812558317;0.00758430187690179;0.00379217293399314;0.0125245439691181
north;min;NA;logging;non-woody_litter;2011;0.0256617481823623;0.00779798309514054;0.00389898745884004;0.0129222094037961
north;min;NA;logging;non-woody_litter;2012;0.0250022065174802;0.00763947669640038;0.00381975457325998;0.0126110933810345
north;min;NA;logging;non-woody_litter;2013;0.0267380086249571;0.00819172325191881;0.00409592503508974;0.0134451820964825
north;min;NA;logging;non-woody_litter;2014;0.027062605776068;0.00827417832909561;0.00413712770601996;0.0136256337974593
north;min;NA;logging;non-woody_litter;2015;0.027360165792321;0.00833188261151334;0.00416597673090746;0.0137403280613777
north;min;NA;logging;non-woody_litter;2016;0.0270881013439793;0.00823294291498572;0.00411656610625473;0.0134962709948283
north;min;NA;logging;non-woody_litter;2017;0.0278717845838988;0.00844509854214794;0.00422260772278359;0.0139126211754487
north;min;NA;logging;non-woody_litter;2018;0.0311843206188198;0.00941243442313103;0.00470626551907262;0.0155472579657104
north;min;NA;logging;non-woody_litter;2019;0.0303698515555466;0.00916577104246463;0.00458291037673765;0.0151729354258286
north;min;NA;logging;non-woody_litter;2020;0.0294348303538405;0.00886406944397642;0.00443201347240815;0.014749046255736
north;min;NA;logging;non-woody_litter;2021;0.0320630020701674;0.0096165639328821;0.00480828674906198;0.0159774981975925
north;min;NA;logging;non-woody_litter;2022;0.0315241283592403;0.00945333580596434;0.00472667338326109;0.015705874188739
north;org;above;logging;non-woody_litter;1982;0.0197049436917732;0.00692974401706379;0.00346435643943578;0.0122756664988038
north;org;above;logging;non-woody_litter;1983;0.0196050262423156;0.00684663019267719;0.00342282286870979;0.0121292694397497
north;org;above;logging;non-woody_litter;1984;0.0195995649015346;0.00679554541015686;0.00339716827674415;0.0122530221423728
north;org;above;logging;non-woody_litter;1985;0.0179796749930386;0.00644904226484197;0.00322405256064444;0.0113319895430357
north;org;above;logging;non-woody_litter;1986;0.0164168228835885;0.00586029803433435;0.00292970116514775;0.0103489679374939
north;org;above;logging;non-woody_litter;1987;0.0185626498870719;0.0066982328138526;0.00334858480003141;0.0118184910552638
north;org;above;logging;non-woody_litter;1988;0.0176795371743133;0.00644871347308033;0.00322387441265546;0.0112914699765183
north;org;above;logging;non-woody_litter;1989;0.0170184397622699;0.00619482943436721;0.00309694497621633;0.0108643950158668
north;org;above;logging;non-woody_litter;1990;0.0142027004050082;0.00511938923833902;0.00255930697809558;0.00900614119409442
north;org;above;logging;non-woody_litter;1991;0.0109802891224097;0.00397787309602716;0.0019886431124616;0.0069740577344923
north;org;above;logging;non-woody_litter;1992;0.0122126126629287;0.00451730491754885;0.00225839475325041;0.00774601188068288
north;org;above;logging;non-woody_litter;1993;0.0125768778365625;0.00461112509941964;0.00230529877404509;0.00793093785105635
north;org;above;logging;non-woody_litter;1994;0.0137230711235698;0.00493389562237252;0.00246662696427015;0.00860279776303964
north;org;above;logging;non-woody_litter;1995;0.0135856081178497;0.00492717694642295;0.00246330366162811;0.00850962687618884
north;org;above;logging;non-woody_litter;1996;0.0117942380098279;0.00430177232854984;0.0021507176861508;0.00728755611305093
north;org;above;logging;non-woody_litter;1997;0.0127586498192553;0.00464368053663344;0.00232163643490107;0.00790745258464107
north;org;above;logging;non-woody_litter;1998;0.0134188587557219;0.00492397564082919;0.00246181898148908;0.00828644088618073
north;org;above;logging;non-woody_litter;1999;0.0133793497784184;0.00498975482725577;0.00249475438712734;0.00827506176260918
north;org;above;logging;non-woody_litter;2000;0.0138940152404013;0.00514796251654959;0.0025738088300274;0.00862884615839098
north;org;above;logging;non-woody_litter;2001;0.0143185079511053;0.00530125972189029;0.00265041749524147;0.00894361924427165
north;org;above;logging;non-woody_litter;2002;0.0140163477292219;0.00522873396670232;0.00261417207412476;0.00877601720087925
north;org;above;logging;non-woody_litter;2003;0.0148017072100002;0.00545971726088421;0.0027296099446296;0.00927025801934248
north;org;above;logging;non-woody_litter;2004;0.0153828057862551;0.00562370894437053;0.00281156245566166;0.00963425166496698
north;org;above;logging;non-woody_litter;2005;0.0152763054130757;0.00564305903165344;0.00282126179963206;0.00959397136092979
north;org;above;logging;non-woody_litter;2006;0.014023635084903;0.00523908148621935;0.00261932922366687;0.00881506824271438
north;org;above;logging;non-woody_litter;2007;0.0160545849709423;0.00594835706492219;0.00297394417044127;0.0100266248065697
north;org;above;logging;non-woody_litter;2008;0.0161663804294069;0.00621752065369738;0.0031086527926903;0.0101335347155254
north;org;above;logging;non-woody_litter;2009;0.0122330306873707;0.00440358629448691;0.00220196100373472;0.00694944948633497
north;org;above;logging;non-woody_litter;2010;0.0151720476179858;0.00541270037675153;0.00270656431595574;0.00855759792047391
north;org;above;logging;non-woody_litter;2011;0.0158805744925324;0.00564818816707099;0.00282429539660471;0.00897529042678219
north;org;above;logging;non-woody_litter;2012;0.0153888610405625;0.0055122500705581;0.00275633706130652;0.00871175294068477
north;org;above;logging;non-woody_litter;2013;0.016310662941349;0.00586985943095414;0.00293519077320026;0.00920473023593802
north;org;above;logging;non-woody_litter;2014;0.016364301863557;0.00586988301423706;0.00293518686578904;0.00924093832586067
north;org;above;logging;non-woody_litter;2015;0.0163305827794431;0.00583125144643029;0.00291587313640632;0.00918957537461995
north;org;above;logging;non-woody_litter;2016;0.0158837967976986;0.00566956377087936;0.00283507297005303;0.00885529553805137
north;org;above;logging;non-woody_litter;2017;0.0163959395599498;0.00582441634679451;0.00291247805071385;0.00915994957183913
north;org;above;logging;non-woody_litter;2018;0.0183786236867844;0.00649194747720546;0.00324626308208554;0.0102495165929579
north;org;above;logging;non-woody_litter;2019;0.0180144439816919;0.0063578017354757;0.00317916582543023;0.0100703570949327
north;org;above;logging;non-woody_litter;2020;0.0175631714250104;0.00617515075399666;0.00308779725402694;0.00985142568340627
north;org;above;logging;non-woody_litter;2021;0.0191014070837732;0.00668785607289326;0.00334418972710176;0.010651755471698
north;org;above;logging;non-woody_litter;2022;0.0187752925797962;0.00657259750329725;0.003286556730664;0.0104675452487743
north;org;below;logging;non-woody_litter;1982;0.014244917037397;0.00361272515994998;0.00180596662564642;0.00632346329355746
north;org;below;logging;non-woody_litter;1983;0.0146078684797649;0.00367185998388412;0.00183553403761349;0.00643948462143499
north;org;below;logging;non-woody_litter;1984;0.0138902096834983;0.00351415169789466;0.00175665487668048;0.00616863823199258
north;org;below;logging;non-woody_litter;1985;0.0123432809676078;0.00319244973679726;0.00159587858073408;0.00555817929321598
north;org;below;logging;non-woody_litter;1986;0.0112465378011733;0.00290356086772259;0.00145145750984749;0.00506061801485883
north;org;below;logging;non-woody_litter;1987;0.0121149003031291;0.00317730189642733;0.00158828983866175;0.00551850248372425
north;org;below;logging;non-woody_litter;1988;0.0113789304578267;0.00300970426464344;0.00150452039899623;0.00521222650205642
north;org;below;logging;non-woody_litter;1989;0.0109739044007376;0.0028983696411621;0.0014488630658607;0.00502213771175577
north;org;below;logging;non-woody_litter;1990;0.00946490563646974;0.00246953322348845;0.00123449296810865;0.00429214128237705
north;org;below;logging;non-woody_litter;1991;0.00726528926482943;0.00190325634970895;0.000951420027843122;0.0033034888482918
north;org;below;logging;non-woody_litter;1992;0.00818199595359426;0.00215907534918522;0.00107932885549164;0.00373008939473958
north;org;below;logging;non-woody_litter;1993;0.00865776700722733;0.00226114809651418;0.00113035451451008;0.00391704580359007
north;org;below;logging;non-woody_litter;1994;0.0096785764569377;0.00249177538851392;0.001245631097636;0.00433814391569001
north;org;below;logging;non-woody_litter;1995;0.00963935839830276;0.00248848233079728;0.00124399778080889;0.00432440139666974
north;org;below;logging;non-woody_litter;1996;0.00892303732771603;0.00227891718324942;0.00113926373244861;0.00396048015785179
north;org;below;logging;non-woody_litter;1997;0.00951772786335194;0.0024355065705678;0.00121753761905925;0.00423333600017372
north;org;below;logging;non-woody_litter;1998;0.0101927620623743;0.00260797988369981;0.00130377563983677;0.0045268420094179
north;org;below;logging;non-woody_litter;1999;0.0101290441692694;0.00261207657263093;0.00130584179057158;0.00451775146036017
north;org;below;logging;non-woody_litter;2000;0.0103103716141616;0.00266231785665581;0.00133094323075425;0.00460901999448533
north;org;below;logging;non-woody_litter;2001;0.0103456012021743;0.00268577761438992;0.00134266006811257;0.00464748741340618
north;org;below;logging;non-woody_litter;2002;0.0100305872640187;0.00261855064401155;0.00130905823305352;0.00452239492672733
north;org;below;logging;non-woody_litter;2003;0.0105503952725058;0.00274228488897216;0.00137089857075794;0.00474775094139185
north;org;below;logging;non-woody_litter;2004;0.0109410674584931;0.00283346537181427;0.00141646757679585;0.00491527485413825
north;org;below;logging;non-woody_litter;2005;0.0107486284553381;0.00280362483042417;0.00140155977713401;0.00485085587060953
north;org;below;logging;non-woody_litter;2006;0.0098518959396893;0.00258424469719828;0.0012919031841765;0.00445957147977228
north;org;below;logging;non-woody_litter;2007;0.0116094857814522;0.00301436288360451;0.00150692612171097;0.0052153225463931
north;org;below;logging;non-woody_litter;2008;0.0115938491094651;0.00306858605062458;0.00153408463609606;0.00526335248577308
north;org;below;logging;non-woody_litter;2009;0.0121822623031088;0.00301525938513049;0.00150750456395219;0.00523259394745404
north;org;below;logging;non-woody_litter;2010;0.015371777128848;0.00377347748032407;0.00188657965130891;0.00656393421070503
north;org;below;logging;non-woody_litter;2011;0.0159738547207795;0.00392038712370924;0.00196002206864579;0.00682229079858395
north;org;below;logging;non-woody_litter;2012;0.015451467578416;0.00380797048701026;0.00190382529707971;0.00661667091321179
north;org;below;logging;non-woody_litter;2013;0.0165618274138047;0.00408279461552873;0.00204123569332397;0.00708984805913776
north;org;below;logging;non-woody_litter;2014;0.0165616247389438;0.00407825201805486;0.00203895959673999;0.007085982637018
north;org;below;logging;non-woody_litter;2015;0.0166645824535338;0.0040870973484729;0.00204338039147916;0.0071096851412608
north;org;below;logging;non-woody_litter;2016;0.0166405192053026;0.00405986731431399;0.00202977704922173;0.00706831400759101
north;org;below;logging;non-woody_litter;2017;0.0170426251316821;0.00415380844707645;0.00207673542992599;0.00723713498690439
north;org;below;logging;non-woody_litter;2018;0.0191535235065825;0.00465233494198866;0.00232597278456856;0.00811545520668911
north;org;below;logging;non-woody_litter;2019;0.018641748563153;0.00453195602214405;0.00226578395445351;0.00790529310129954
north;org;below;logging;non-woody_litter;2020;0.0179714179656703;0.00436953816165862;0.00218457234942835;0.00762542628521696
north;org;below;logging;non-woody_litter;2021;0.0198387164679472;0.00479977978788565;0.00239967613558402;0.00838665973221878
north;org;below;logging;non-woody_litter;2022;0.0195110458117429;0.00471961489590215;0.00235959734324522;0.00824698000181906
south;min;NA;logging;non-woody_litter;1970;0.0526253278724867;0.0158891650076282;0.00794219899177822;0.0299382623520221
south;min;NA;logging;non-woody_litter;1971;0.0497150553438703;0.0149076407812025;0.00745145090797875;0.0283337762533911
south;min;NA;logging;non-woody_litter;1972;0.0499068624607403;0.0149739037921228;0.00748460069854868;0.0284127855707935
south;min;NA;logging;non-woody_litter;1973;0.0534798827526716;0.0158151227177902;0.00790499120429569;0.0302430512678894
